*    Row   *   EventNo * ParticleI *    Energy * Direction * Direction * Direction * Position_ * Position_ * Position_ *  costheta *     theta *       phi *
*     6093 *      6093 *      2112 * 0.0008776 * -0.515394 * -0.028449 * 0.8564808 * 88.126932 *       750 * -637.4342 * 0.0284494 * 88.369745 * 121.03776 *
*     6094 *      6094 *      2112 * 0.0001123 * 0.1945709 * -0.833997 * 0.5163239 * 169.27138 *       750 * 598.76528 * 0.8339974 * 33.488414 * 69.351636 *
*     6095 *      6095 *      2112 * 0.0050636 * 0.6275809 * -0.751078 * -0.204996 * 82.666478 *       750 * -279.3994 * 0.7510783 * 41.316123 * 341.91064 *
*     6096 *      6096 *      2112 * 0.0002329 * 0.0534738 * -0.998427 * 0.0168521 * 727.73306 *       750 * -519.0994 * 0.9984270 * 3.2140585 * 17.492132 *
*     6097 *      6097 *      2112 *  1.257979 * 0.0541280 * -0.998459 * -0.012163 * -135.3226 *       750 * -503.9952 * 0.9984599 * 3.1802774 * 347.33554 *
*     6098 *      6098 *      2112 * 0.0019020 * 0.0271271 * -0.999602 * -0.007655 * -247.5468 *       750 * -306.1465 * 0.9996026 * 1.6151836 * 344.24122 *
*     6099 *      6099 *      2112 * 0.0025523 * 0.0284266 * -0.999588 * 0.0038558 * -54.73355 *       750 * -512.5306 * 0.9995884 * 1.6438648 * 7.7245467 *
*     6100 *      6100 *      2112 * 0.0105261 * -0.024012 * -0.998747 * 0.0439066 * -78.51113 *       750 * -424.0138 * 0.9987470 * 2.8685132 * 118.67453 *
*     6101 *      6101 *      2112 * 219.57276 * 0.0355100 * -0.832261 * -0.553245 * 555.47547 *       750 * -735.6986 * 0.8322613 * 33.668261 * 273.67249 *
*     6102 *      6102 *      2112 * 0.0064588 * -0.106161 * -0.622606 * -0.775300 * 522.84852 *       750 * -386.7450 * 0.6226068 * 51.493248 * 262.20303 *
*     6103 *      6103 *      2112 * 0.8096272 * 0.3976925 * -0.242260 * 0.8849579 * 13.383902 *       750 * 55.599911 * 0.2422604 * 75.980007 * 65.801254 *
*     6104 *      6104 *      2112 * 0.0001683 * -0.198712 * -0.979247 * -0.039834 * 434.49489 *       750 * -262.7360 * 0.9792479 * 11.692907 * 191.33535 *
*     6105 *      6105 *      2112 * 17.162052 * 0.4319883 * -0.748511 * 0.5031069 * -189.4811 *       750 * 462.31090 * 0.7485115 * 41.538396 * 49.349248 *
*     6106 *      6106 *      2112 * 0.0027209 * 0.7958833 * -0.563158 * -0.222311 * -686.3194 *       750 * 498.42283 * 0.5631582 * 55.725504 * 344.39351 *
*     6107 *      6107 *      2112 * 0.0012846 * 0.2441751 * -0.969635 * 0.0136362 * 465.24007 *       750 * -447.2648 * 0.9696352 * 14.155573 * 3.1964263 *
*     6108 *      6108 *      2112 * 0.3095568 * -0.773694 * -0.443666 * -0.452279 * -142.1212 *       750 * -224.0473 * 0.4436667 * 63.661929 * 210.30934 *
*     6109 *      6109 *      2112 * 0.1323342 * -0.514616 * -0.820586 * -0.248610 *  495.1785 *       750 * 292.69376 * 0.8205867 * 34.856424 * 205.78514 *
*     6110 *      6110 *      2112 * 0.2237544 * 0.2369375 * -0.596578 * 0.7667816 * -734.5991 *       750 * -203.4351 * 0.5965789 * 53.374724 * 72.828710 *
*     6111 *      6111 *      2112 * 0.0551020 * 0.9810113 * -0.193696 * -0.009915 * 724.36038 *       750 * 430.46311 * 0.1936965 * 78.831411 * 359.42089 *
*     6112 *      6112 *      2112 * 0.0022592 * 0.2255999 * 0.1176397 * -0.967091 * -141.2711 *       750 * -261.3507 * -0.117639 * 96.755907 * 283.13095 *
*     6113 *      6113 *      2112 * 0.0001412 * -0.685817 * -0.709125 * 0.1636929 * 669.83010 *       750 * 455.97874 * 0.7091253 * 44.836202 * 166.57564 *
*     6114 *      6114 *      2112 * 0.0023108 * -0.045320 * -0.993149 * 0.1077037 * 467.21688 *       750 * 428.49921 * 0.9931495 * 6.7103670 * 112.82071 *
*     6115 *      6115 *      2112 * 0.0019203 * 0.1644378 * -0.968796 * -0.185457 * 662.33264 *       750 * 618.97197 * 0.9687960 * 14.350875 * 311.56215 *
*     6116 *      6116 *      2112 * 0.0001345 * -0.078489 * -0.996253 * -0.036313 * -262.3102 *       750 * 454.71145 * 0.9962533 * 4.9612820 * 204.82777 *
*     6117 *      6117 *      2112 * 0.0074684 * 0.0163708 * -0.890165 * 0.4553439 * -712.2531 *       750 * -545.6160 * 0.8901650 * 27.106000 * 87.940951 *
*     6118 *      6118 *      2112 * 0.5229975 * -0.283210 * -0.933118 * 0.2215412 * 621.15999 *       750 * 714.21966 * 0.9331189 * 21.073653 * 141.96577 *
*     6119 *      6119 *      2112 * 0.0001175 * -0.467096 * -0.882494 * -0.054986 * -168.7367 *       750 * -134.1948 * 0.8824949 * 28.055193 * 186.71395 *
*     6120 *      6120 *      2112 * 0.0001200 * -0.014132 * -0.999650 * 0.0223562 * -600.4639 *       750 * 607.59747 * 0.9996501 * 1.5155685 * 122.29869 *
*     6121 *      6121 *      2112 * 0.0020890 * 0.0080187 * -0.999947 * -0.006435 * 400.90537 *       750 * -159.5977 * 0.9999471 * 0.5891221 * 321.25008 *
*     6122 *      6122 *      2112 * 0.4136394 * -0.168622 * -0.970125 * 0.1744213 * -355.7076 *       750 * -98.82958 * 0.9701256 * 14.040229 * 134.03150 *
*     6123 *      6123 *      2112 * 0.2627149 * -0.047010 * -0.754087 * 0.6550895 * 138.50337 *       750 * 552.04262 * 0.7540873 * 41.054316 * 94.104623 *
*     6124 *      6124 *      2112 * 0.0011113 * 0.7672683 * 0.3176143 * 0.5571538 * -335.3154 *       750 * 608.79373 * -0.317614 * 108.51871 * 35.985374 *
*     6125 *      6125 *      2112 * 0.0001089 * -0.656735 * -0.629067 * 0.4158990 * 667.50338 *       750 * 744.90750 * 0.6290678 * 51.018619 * 147.65464 *
*     6126 *      6126 *      2112 * 0.0003083 * 0.0361628 * -0.945152 * 0.3246223 * 427.15808 *       750 * 12.887057 * 0.9451521 * 19.064379 * 83.643477 *
*     6127 *      6127 *      2112 * 0.0014183 * 0.3779758 * -0.239794 * 0.8942218 * 616.60411 *       750 * -572.2247 * 0.2397949 * 76.125562 * 67.086856 *
*     6128 *      6128 *      2112 * 0.2434854 * -0.678121 * -0.263176 * -0.686213 * 208.60197 *       750 * -403.1510 * 0.2631768 * 74.741353 * 225.33982 *
*     6129 *      6129 *      2112 * 0.0165655 * -0.672592 * 0.0432080 * 0.7387506 * -514.1432 *       750 * 598.56681 * -0.043208 * 92.476407 * 132.31616 *
*     6130 *      6130 *      2112 * 0.0001824 * 0.2224529 * -0.952915 * 0.2060760 * 671.80854 *       750 * -284.5846 * 0.9529151 * 17.652126 * 42.811423 *
*     6131 *      6131 *      2112 * 0.0001434 * -0.149598 * -0.987780 * 0.0437090 * -102.4003 *       750 * 713.00483 * 0.9877803 * 8.9662547 * 163.71288 *
*     6132 *      6132 *      2112 * 56.725249 * -0.388880 * -0.828933 * 0.4020453 * 13.516225 *       750 * -676.0103 * 0.8289339 * 34.010620 * 134.04640 *
*     6133 *      6133 *      2112 * 0.0040778 * -0.161256 * -0.561584 * 0.8115536 * 382.38853 *       750 * -60.69382 * 0.5615842 * 55.834567 * 101.23836 *
*     6134 *      6134 *      2112 * 0.0006153 * -0.090274 * -0.991461 * 0.0940988 * -137.5235 *       750 * -494.7364 * 0.9914615 * 7.4926849 * 133.81165 *
*     6135 *      6135 *      2112 * 0.0001698 * -0.323574 * -0.944720 * -0.052938 * -96.49680 *       750 * -593.3206 * 0.9447206 * 19.139922 * 189.29155 *
*     6136 *      6136 *      2112 * 0.0001816 * -0.514314 * -0.857371 * -0.019875 * -45.98674 *       750 * 622.75127 * 0.8573711 * 30.977314 * 182.21312 *
*     6137 *      6137 *      2112 * 0.0003420 * 0.0294453 * -0.867200 * 0.4970885 * 89.577261 *       750 * -23.10457 * 0.8672000 * 29.865119 * 86.610011 *
*     6138 *      6138 *      2112 * 0.0057356 * -0.006227 * -0.999524 * -0.030196 * -427.7772 *       750 * 231.16773 * 0.9995245 * 1.7668294 * 258.34728 *
*     6139 *      6139 *      2112 * 0.0001661 * 0.0208526 * -0.999682 * -0.014156 * -118.1717 *       750 * 537.45253 * 0.9996823 * 1.4442178 * 325.82891 *
*     6140 *      6140 *      2112 * 0.1031309 * 0.8046376 * -0.591945 * 0.0464641 * 568.13735 *       750 * -230.2991 * 0.5919453 * 53.704823 * 3.3048962 *
*     6141 *      6141 *      2112 * 0.0014011 * 0.2592195 * -0.690351 * -0.675440 * -393.8273 *       750 * -306.2056 * 0.6903511 * 46.342085 * 290.99571 *
*     6142 *      6142 *      2112 * 0.0026330 * -0.186536 * -0.968216 * 0.1666181 * 145.80194 *       750 * 172.34505 * 0.9682162 * 14.484296 * 138.22806 *
*     6143 *      6143 *      2112 * 0.0001357 * 0.6332083 * -0.773979 * -0.001823 * -128.3523 *       750 * -692.7180 * 0.7739791 * 39.287425 * 359.83501 *
*     6144 *      6144 *      2112 * 0.0019795 * 0.4218857 * -0.562512 * -0.711050 * 89.046516 *       750 * 569.82319 * 0.5625121 * 55.770292 * 300.68182 *
*     6145 *      6145 *      2112 * 0.0004012 * 0.1111851 * 0.0211138 * -0.993575 * -400.9405 *       750 * 396.46259 * -0.021113 * 91.209825 * 276.38506 *
*     6146 *      6146 *      2112 * 0.0005795 * -0.263142 * -0.213308 * -0.940880 * 342.53125 *       750 * 535.32311 * 0.2133089 * 77.683663 * 254.37492 *
*     6147 *      6147 *      2112 * 0.0003375 * 0.3970023 * -0.881712 * 0.2548954 * -719.9444 *       750 * -730.1706 * 0.8817127 * 28.150327 * 32.702501 *
*     6148 *      6148 *      2112 * 0.0001090 * -0.383131 * -0.371767 * -0.845576 * -481.4284 *       750 * 682.49661 * 0.3717673 * 68.175342 * 245.62467 *
*     6149 *      6149 *      2112 * 0.3516871 * -0.599396 * -0.752482 * 0.2729345 * 307.44814 *       750 * -530.5552 * 0.7524826 * 41.194106 * 155.51791 *
*     6150 *      6150 *      2112 * 0.0067669 * -0.615538 * -0.207617 * 0.7602677 * 438.17167 *       750 * 594.41358 * 0.2076171 * 78.017254 * 128.99481 *
*     6151 *      6151 *      2112 * 0.1022961 * 0.2540256 * -0.868462 * 0.4257281 * -710.4407 *       750 * -142.9042 * 0.8684621 * 29.719580 * 59.176106 *
*     6152 *      6152 *      2112 * 3.4930347 * 0.1171489 * -0.992808 * 0.0246329 * 556.00794 *       750 * -254.9138 * 0.9928088 * 6.8754059 * 11.874594 *
*     6153 *      6153 *      2112 * 0.2761362 * 0.2908965 * -0.947598 * 0.1320468 * 349.29459 *       750 * 401.67212 * 0.9475984 * 18.630507 * 24.414757 *
*     6154 *      6154 *      2112 * 0.0007390 * 0.5182279 * -0.854711 * 0.0301438 * -231.7661 *       750 * 739.20024 * 0.8547111 * 31.272164 * 3.3289776 *
*     6155 *      6155 *      2112 * 1.0325794 * -0.815913 * -0.059394 * 0.5751156 * -532.8769 *       750 * 182.65904 * 0.0593941 * 86.594959 * 144.82100 *
*     6156 *      6156 *      2112 * 0.0004646 * 0.7849968 * -0.520733 * 0.3355842 * -26.40689 *       750 * 3.3353499 * 0.5207332 * 58.618550 * 23.146588 *
*     6157 *      6157 *      2112 * 0.0003466 * 0.2980163 * -0.534502 * 0.7908810 * 511.00745 *       750 * 323.50041 * 0.5345029 * 57.689794 * 69.352804 *
*     6158 *      6158 *      2112 * 0.2043626 * 0.8053643 * -0.311538 * -0.504313 * -54.21104 *       750 * 306.84147 * 0.3115383 * 71.848038 * 327.94549 *
*     6159 *      6159 *      2112 * 0.0029304 * 0.6434083 * -0.670909 * 0.3686537 * 171.51727 *       750 * 642.35867 * 0.6709098 * 47.862671 * 29.811416 *
*     6160 *      6160 *      2112 * 0.0013345 * 0.0725386 * -0.891261 * 0.4476507 * -697.8657 *       750 * -704.8251 * 0.8912614 * 26.967810 * 80.795630 *
*     6161 *      6161 *      2112 * 0.0001275 * 0.3430951 * -0.918948 * 0.1944716 * 678.16655 *       750 * -508.7549 * 0.9189485 * 23.227148 * 29.545230 *
*     6162 *      6162 *      2112 * 77.114961 * 0.2227329 * -0.968066 * 0.1150572 * -383.7746 *       750 * 175.41659 * 0.9680660 * 14.518661 * 27.319523 *
*     6163 *      6163 *      2112 * 0.0001102 * 0.2405408 * -0.457038 * -0.856303 * -725.8481 *       750 * 364.02998 * 0.4570386 * 62.803815 * 285.69037 *
*     6164 *      6164 *      2112 * 0.0001173 * -0.638065 * -0.679573 * 0.3620115 * 441.85498 *       750 * -42.50512 * 0.6795735 * 47.189673 * 150.43123 *
*     6165 *      6165 *      2112 * 0.0002319 * 0.0147929 * -0.736955 * 0.6757792 * 137.97016 *       750 * 30.181764 * 0.7369556 * 42.527274 * 88.745980 *
*     6166 *      6166 *      2112 * 13.567101 * 0.3456461 * 0.2107597 * 0.9143900 * 400.98524 *       750 * -676.7287 * -0.210759 * 102.16687 * 69.293038 *
*     6167 *      6167 *      2112 * 0.0051646 * -0.098834 * -0.958751 * 0.2665107 * -181.9698 *       750 * -441.4470 * 0.9587512 * 16.513819 * 110.34702 *
*     6168 *      6168 *      2112 * 0.2173201 * 0.8847719 * 0.4522083 * -0.112632 * 600.01824 *       750 * 451.77932 * -0.452208 * 116.88545 * 352.74517 *
*     6169 *      6169 *      2112 * 0.0004042 * -0.131776 * -0.991244 * 0.0082758 * -38.37130 *       750 * 693.09812 * 0.9912449 * 7.5872476 * 176.40640 *
*     6170 *      6170 *      2112 * 0.0001691 * 0.7021391 * -0.591751 * -0.396019 * 200.75047 *       750 * -427.5792 * 0.5917512 * 53.718622 * 330.57621 *
*     6171 *      6171 *      2112 * 0.0003972 * 0.3528842 * -0.837373 * -0.417466 * -336.7544 *       750 * -29.32382 * 0.8373737 * 33.136173 * 310.20785 *
*     6172 *      6172 *      2112 * 0.0032895 * 0.2259908 * -0.974005 * 0.0155487 * 712.52442 *       750 * -505.1926 * 0.9740053 * 13.092574 * 3.9359050 *
*     6173 *      6173 *      2112 * 0.0001033 * 0.5574421 * -0.085882 * -0.825761 * -299.6490 *       750 * -379.6600 * 0.0858826 * 85.073217 * 304.02187 *
*     6174 *      6174 *      2112 * 0.0004767 * -0.528122 * -0.635246 * 0.5635140 * -571.7820 *       750 * 389.49778 * 0.6352467 * 50.561711 * 133.14308 *
*     6175 *      6175 *      2112 * 0.0018637 * 0.6494934 * -0.759593 * 0.0342921 * -31.03351 *       750 * -269.4022 * 0.7595935 * 40.571620 * 3.0223103 *
*     6176 *      6176 *      2112 * 0.0022827 * -0.260700 * -0.963333 * 0.0634379 * 642.40200 *       750 * -139.2535 * 0.9633331 * 15.563617 * 166.32365 *
*     6177 *      6177 *      2112 * 0.0243250 * 0.9943906 * -0.094428 * 0.0476491 * 545.58464 *       750 * 5.4363314 * 0.0944288 * 84.581554 * 2.7433956 *
*     6178 *      6178 *      2112 * 0.0003192 * 0.3186919 * -0.947089 * -0.038178 * 372.44528 *       750 * -86.08288 * 0.9470891 * 18.721640 * 353.16858 *
*     6179 *      6179 *      2112 * 0.0864945 * -0.944207 * 0.0505922 * 0.3254407 * 2.3069927 *       750 * 549.67071 * -0.050592 * 92.899960 * 160.98243 *
*     6180 *      6180 *      2112 * 0.0001359 * 0.1455076 * -0.983432 * -0.108112 * -93.99632 *       750 * 412.19564 * 0.9834324 * 10.444044 * 323.38767 *
*     6181 *      6181 *      2112 * 0.0046070 * -0.159633 * -0.538900 * -0.827105 * -353.3957 *       750 * -176.2176 * 0.5389004 * 57.391178 * 259.07607 *
*     6182 *      6182 *      2112 * 0.3647288 * 0.0459700 * -0.124107 * 0.9912033 * -378.4633 *       750 * 748.29381 * 0.1241071 * 82.870802 * 87.344638 *
*     6183 *      6183 *      2112 * 0.0424711 * 0.8788908 * -0.415204 * 0.2348535 * 243.75281 *       750 * -697.0946 * 0.4152043 * 65.467814 * 14.960786 *
*     6184 *      6184 *      2112 * 0.0011474 * -0.816040 * -0.548156 * 0.1833093 * 408.72811 *       750 * 396.42706 * 0.5481563 * 56.759374 * 167.33965 *
*     6185 *      6185 *      2112 * 0.0008980 * 0.7750738 * 0.6046081 * 0.1836014 * -292.2763 *       750 * -718.2135 * -0.604608 * 127.20064 * 13.326724 *
*     6186 *      6186 *      2112 * 0.0004214 * 0.1088461 * -0.700680 * -0.705123 * 645.01583 *       750 * -377.8293 * 0.7006809 * 45.518338 * 278.77518 *
*     6187 *      6187 *      2112 * 0.0079346 * 0.2031914 * -0.940217 * 0.2733210 * -411.3752 *       750 * -235.0967 * 0.9402174 * 19.911892 * 53.372272 *
*     6188 *      6188 *      2112 * 0.0080398 * 0.2071571 * -0.134516 * -0.969015 * 366.21702 *       750 * 124.95646 * 0.1345168 * 82.269318 * 282.06710 *
*     6189 *      6189 *      2112 * 0.0002998 * 0.5575556 * -0.434469 * -0.707367 * 240.41695 *       750 * 285.94324 * 0.4344690 * 64.248488 * 308.24562 *
*     6190 *      6190 *      2112 * 0.0552889 * -0.061605 * -0.979280 * 0.1929090 * -592.4691 *       750 * -32.77636 * 0.9792808 * 11.683599 * 107.71078 *
*     6191 *      6191 *      2112 * 0.0004688 * 0.0655191 * -0.804170 * 0.5907759 * -275.8577 *       750 * 304.07507 * 0.8041709 * 36.469730 * 83.671556 *
*     6192 *      6192 *      2112 * 0.0053690 * 0.0811612 * -0.996696 * -0.003067 * 44.662045 *       750 * 158.91533 * 0.9966962 * 4.6586464 * 357.83559 *
*     6193 *      6193 *      2112 * 0.0571713 * 0.7686460 * -0.455330 * 0.4492855 * -238.2256 *       750 * 17.752689 * 0.4553303 * 62.913808 * 30.306946 *
*     6194 *      6194 *      2112 * 0.0181583 * -0.148158 * -0.926228 * -0.346625 * -582.3807 *       750 * -64.10937 * 0.9262288 * 22.145608 * 246.85664 *
*     6195 *      6195 *      2112 * 0.0048981 * -0.196675 * -0.975214 * -0.101370 * -239.3858 *       750 * -216.7483 * 0.9752143 * 12.783187 * 207.26743 *
*     6196 *      6196 *      2112 * 0.0003435 * -0.334666 * -0.937005 * -0.100097 * 601.19904 *       750 * -287.5473 * 0.9370053 * 20.445421 * 196.65171 *
*     6197 *      6197 *      2112 * 0.4731709 * 0.1040291 * -0.888029 * -0.447862 * 304.13965 *       750 * 471.35696 * 0.8880298 * 27.373283 * 283.07672 *
*     6198 *      6198 *      2112 * 0.0025422 * -0.509710 * -0.852323 * 0.1172161 * -662.8659 *       750 * 153.33701 * 0.8523233 * 31.534718 * 167.04908 *
*     6199 *      6199 *      2112 * 0.0001044 * 0.7221493 * -0.685104 * -0.095559 * -131.4097 *       750 * 517.99324 * 0.6851048 * 46.756145 * 352.46202 *
*     6200 *      6200 *      2112 * 0.0003993 * 0.8424599 * -0.537416 * 0.0380072 * -93.60941 *       750 * -256.0281 * 0.5374167 * 57.492043 * 2.5831261 *
*     6201 *      6201 *      2112 * 0.0008126 * -0.720201 * 0.4405126 * 0.5359646 * -732.3144 *       750 * 322.56274 * -0.440512 * 116.13659 * 143.34385 *
*     6202 *      6202 *      2112 * 0.0093402 * -0.835668 * 0.0729506 * 0.5443673 * -299.6340 *       750 * -634.2587 * -0.072950 * 94.183479 * 146.91916 *
*     6203 *      6203 *      2112 * 0.0754281 * 0.2190947 * -0.954162 * -0.203892 * -648.9296 *       750 * -441.7169 * 0.9541621 * 17.414967 * 317.05838 *
*     6204 *      6204 *      2112 * 0.0001102 * 0.2265636 * -0.966712 * -0.118890 * 261.45344 *       750 * 11.164392 * 0.9667129 * 14.824749 * 332.31152 *
*     6205 *      6205 *      2112 * 0.0001306 * -0.032721 * -0.002449 * -0.999461 * 587.86466 *       750 * -215.6399 * 0.0024493 * 89.859660 * 268.12486 *
*     6206 *      6206 *      2112 * 0.0002513 * -0.208131 * -0.325215 * 0.9224512 * -296.7872 *       750 * 637.43277 * 0.3252150 * 71.021395 * 102.71469 *
*     6207 *      6207 *      2112 * 0.0012902 * -0.910442 * -0.399551 * -0.107015 * 534.93280 *       750 * -406.0813 * 0.3995516 * 66.449848 * 186.70394 *
*     6208 *      6208 *      2112 * 0.0951586 * 0.0362075 * -0.999307 * -0.008564 * -169.2436 *       750 * -326.2089 * 0.9993075 * 2.1322744 * 346.69242 *
*     6209 *      6209 *      2112 * 0.0002811 * 0.0521506 * -0.997582 * -0.045938 * 198.48357 *       750 * -355.7456 * 0.9975820 * 3.9851729 * 318.62398 *
*     6210 *      6210 *      2112 * 0.0007487 * 0.3136468 * -0.783125 * -0.536973 * -20.72739 *       750 * -183.8785 * 0.7831251 * 38.452395 * 300.28923 *
*     6211 *      6211 *      2112 * 0.0001861 * 0.6374618 * -0.323403 * -0.699322 * 278.35741 *       750 * 180.74734 * 0.3234039 * 71.131092 * 312.35047 *
*     6212 *      6212 *      2112 * 0.0076553 * -0.055152 * -0.996951 * 0.0551969 * 211.89449 *       750 * 587.72241 * 0.9969510 * 4.4752775 * 134.97696 *
*     6213 *      6213 *      2112 * 226.12606 * -0.002836 * -0.999668 * 0.0255970 * 235.33000 *       750 * -250.8132 * 0.9996683 * 1.4757435 * 96.323950 *
*     6214 *      6214 *      2112 * 0.0008843 * 0.1787430 * -0.983724 * -0.018382 * -499.4568 *       750 * 665.45083 * 0.9837240 * 10.351459 * 354.12821 *
*     6215 *      6215 *      2112 * 0.0302497 * 0.1679043 * 0.0039052 * -0.985795 * -56.59170 *       750 * -417.9671 * -0.003905 * 90.223753 * 279.66606 *
*     6216 *      6216 *      2112 * 0.2735619 * 0.1937465 * -0.947072 * -0.255959 * -138.4224 *       750 * 43.907164 * 0.9470728 * 18.724538 * 307.12363 *
*     6217 *      6217 *      2112 * 0.0028097 * 0.3150819 * -0.936213 * -0.155654 * 493.47562 *       750 * -501.9622 * 0.9362132 * 20.574959 * 333.71009 *
